model,test_name,t_s_mean,t_s_std,t_s_req_mean,t_s_req_std,peak_ts_mean,peak_ts_std,peak_ts_req_mean,peak_ts_req_std,ttfr_mean,ttfr_std,est_ppt_mean,est_ppt_std,e2e_ttft_mean,e2e_ttft_std
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d65535 (c1),704.5652195435105,3.5877610698108677,704.5652195435105,3.5877610698108677,,,,,2908.474975328621,14.760265863128467,2906.832326329701,14.760265863128467,2908.474975328621,14.760265863128467
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d65535 (c1),43.585553691490624,4.070834145200836,43.585553691490624,4.070834145200836,44.0,4.320493798938574,44.0,4.320493798938574,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d65535 (c2),1211.5197472706984,0.5521476638025662,910.9742993790519,305.20600580232815,,,,,81038.2809445,27149.863527184138,81036.63829550108,27149.863527184138,81038.2809445,27149.863527184138
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d65535 (c2),4.42978917493651,0.013032777644337062,40.861877330116165,1.536059259691841,42.333333333333336,1.247219128924647,41.5,1.5,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d65535 (c2),443.5281033211043,70.99849367559911,355.6081753712513,136.1636219763323,,,,,6837.8176326635485,2881.660041891129,6836.1749836646295,2881.660041891129,6843.317216330131,2876.6474693162604
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d65535 (c2),32.86118710960668,5.79105486693097,42.17787131999926,11.160876251788762,51.333333333333336,3.8586123009300755,42.666666666666664,11.352924243950934,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d65535 (c5),1200.1940797990933,1.644971256358154,549.3121759987187,356.2509117906044,,,,,164643.79142960146,77597.01464792203,164642.1487806025,77597.01464792203,164643.79142960146,77597.01464792203
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d65535 (c5),2.8559154850309016,0.0014224188633600741,43.200631334491206,3.288630842027868,47.0,0.0,43.666666666666664,3.2795663669996915,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d65535 (c5),41.70743008215769,3.7777077125116407,51.07654478103826,121.44689873029868,,,,,138653.29588873332,79237.72721312105,138651.65323973438,79237.72721312105,138656.4575302007,79239.1858712872
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d65535 (c5),3.034813475105448,0.3775291096965775,42.81469847760458,6.019254372366912,50.0,2.449489742783178,43.266666666666666,5.994071144797072,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d65535 (c10),1191.9504608007062,1.259871983289174,350.8122639049216,320.88769336876885,,,,,303489.6676275346,158515.31295878295,303488.02497853566,158515.31295878295,303490.5834124681,158516.73985283417
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d65535 (c10),2.5414983733355005,0.008501107947858393,42.21130638482672,5.2913400361827945,50.666666666666664,1.247219128924647,42.766666666666666,5.187699126030945,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d65535 (c10),36.178379649207905,0.16671485430811106,10.657974617089893,9.745685980495274,,,,,312188.8646513,163172.42332690995,312187.22200230113,163172.42332690995,312192.14374333335,163174.13775051164
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d65535 (c10),2.4713378304536895,0.011466593109085873,42.950526664241174,7.021431401105057,53.333333333333336,2.8674417556808756,43.5,7.046275611981127,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d100000 (c1),1246.7045020465573,1.0918748132233405,1246.7045020465573,1.0918748132233405,,,,,80213.97571166744,70.29092342891198,80212.33306266852,70.29092342891198,80213.97571166744,70.29092342891198
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d100000 (c1),40.585953622026956,1.9973950372977038,40.585953622026956,1.9973950372977038,41.0,2.160246899469287,41.0,2.160246899469287,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d100000 (c1),626.0096752904509,1.2114943842101644,626.0096752904509,1.2114943842101644,,,,,3273.1698479959355,6.338906495302183,3271.5271989970156,6.338906495302183,3276.677021329912,4.984944002003204
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d100000 (c1),33.653780529498185,6.136429411589932,33.653780529498185,6.136429411589932,34.0,6.48074069840786,34.0,6.48074069840786,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d100000 (c2),1227.063548714894,6.661719105034289,914.4482422592083,300.9202594470588,,,,,122639.85464566456,40361.81178598626,122638.21199666565,40361.81178598627,122639.85464566456,40361.81178598626
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d100000 (c2),3.0387959328616154,0.030357391117856233,43.12769683697028,4.743363972738324,46.0,2.943920288775949,43.666666666666664,4.533823502911814,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d100000 (c2),46.2678325701682,0.49444981797623,236.4897289148781,213.35673659280732,,,,,46545.67927466754,41996.744157605404,46544.03662566862,41996.7441576054,46547.04029000035,41995.383760621335
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d100000 (c2),2.921915646899239,0.0228735165898893,39.134752268427626,8.291017600055524,45.333333333333336,5.312459150169743,39.666666666666664,8.517954892787092,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d100000 (c5),1212.6970752922446,1.448118961721506,551.8243761789048,351.12234920984366,,,,,248274.33845060103,116723.83669798316,248272.69580160218,116723.83669798315,248274.33845060103,116723.83669798316
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d100000 (c5),1.9084003206906326,0.0007126654543347179,43.01968134612951,5.21795953784629,51.333333333333336,0.4714045207910317,43.4,5.187163643713843,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d100000 (c5),26.153539552571477,2.5714574209557584,40.412606941037744,108.90830463126501,,,,,227076.75800959987,125031.06545574081,227075.115360601,125031.06545574078,227091.72361466725,125047.02281210934
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,tg128 @ d100000 (c5),1.8629655527831124,0.008956567994519044,42.22708134728977,9.705973882486925,59.333333333333336,2.0548046676563256,42.733333333333334,9.705439482865037,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_pp @ d100000 (c10),1206.4077040312543,1.089844425347168,353.7176774549542,318.5833937066108,,,,,456344.4740417991,238506.1865590569,456342.8313928003,238506.1865590569,456345.4043826656,238507.32646608446
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,ctx_tg @ d100000 (c10),1.695226836822205,0.0016646426764298774,42.262908653747324,3.890708822884964,49.0,0.816496580927726,42.6,3.9631637193871603,,,,,,
Mia-AiLab/GLM-5.3-Flash-EXL3-TR3-4bpw,pp2048 @ d100000 (c10),25.042750895209434,1.2162613569295029,21.794381159948628,78.94836864811846,,,,,439735.4127010336,246660.8545951854,439733.77005203476,246660.85459518543,439742.08325186674,246659.70781729912
